OBJECTID,STATE_CODE,STRUCTURE_,RECORD_TYP,ROUTE_PREF,SERVICE_LE,ROUTE_NUMB,DIRECTION_,HIGHWAY_DI,COUNTY_COD,PLACE_CODE,FEATURES_D,CRITICAL_F,FACILITY_C,LOCATION_0,MIN_VERT_C,KILOPOINT_,BASE_HWY_N,LRS_INV_RO,SUBROUTE_N,LAT_016,LONG_017,DETOUR_KIL,TOLL_020,MAINTENANC,OWNER_022,FUNCTIONAL,YEAR_BUILT,TRAFFIC_LA,TRAFFIC__1,ADT_029,YEAR_ADT_0,DESIGN_LOA,APPR_WIDTH,MEDIAN_COD,DEGREES_SK,STRUCTURE1,RAILINGS_0,TRANSITION,APPR_RAIL_,APPR_RAIL1,HISTORY_03,NAVIGATION,NAV_VERT_C,NAV_HORR_C,OPEN_CLOSE,SERVICE_ON,SERVICE_UN,STRUCTUR_1,STRUCTUR_2,APPR_KIND_,APPR_TYPE_,MAIN_UNIT_,APPR_SPANS,HORR_CLR_M,MAX_SPAN_L,STRUCTUR_3,LEFT_CURB_,RIGHT_CURB,ROADWAY_WI,DECK_WIDTH,VERT_CLR_O,VERT_CLR_U,VERT_CLR_1,LAT_UND_RE,LAT_UND_MT,LEFT_LAT_U,SUPERSTRUC,SUBSTRUCTU,CHANNEL_CO,CULVERT_CO,OPR_RATING,OPERATING_,INV_RATING,INVENTORY_,STRUCTURAL,DECK_GEOME,UNDCLRENCE,POSTING_EV,WATERWAY_E,APPR_ROAD_,WORK_PROPO,WORK_DONE_,IMP_LEN_MT,DATE_OF_IN,INSPECT_FR,FRACTURE_0,UNDWATER_L,SPEC_INSPE,FRACTURE_L,UNDWATER_1,SPEC_LAST_,BRIDGE_IMP,ROADWAY_IM,TOTAL_IMP_,YEAR_OF_IM,OTHER_STAT,OTHER_ST_1,OTHR_STATE,STRAHNET_H,PARALLEL_S,TRAFFIC_DI,TEMP_STRUC,HIGHWAY_SY,FEDERAL_LA,YEAR_RECON,DECK_STRUC,SURFACE_TY,MEMBRANE_T,DECK_PROTE,PERCENT_AD,NATIONAL_N,PIER_PROTE,BRIDGE_LEN,SCOUR_CRIT,FUTURE_ADT,YEAR_OF_FU,MIN_NAV_CL,FED_AGENCY,SUBMITTED_,BRIDGE_CON_SHORT,DECK_COND_CODE,LOWEST_RAT,DECK_AREA,STATUS,DATE,LATDD,LONGDD,BRIDGE_CON,DECK_CON
33,12,710052,1,4,1,215,0,2,19,0,NORTH FORK BLACK CREEK,0,CR 215,0.5 MI NORTHEAST OF SR 16,99.99,0.695,0,71532000,0,29590230,81580410,5,3,2,2,7,1942,2,0,5900,2022,0,7.1,0,0,0,1,1,1,1,4,0,0,0,A,1,5,1,1,0,0,12,0,8.5,4.6,54.9,0.5,0.5,8.5,9.4,99.99,N,0,N,0,0,7,6,7,N,3,44.1,3,33.9,6,2,N,5,8,7, , ,0,922,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,1,6,0,0,1,0, ,Y,U,10237,2042,0,N,12,F,7,6,516.06,AM,1202,29.983953,-81.967858,Fair,Good
34,12,710053,1,4,1,215,0,2,19,0,BULL CREEK,0,CR 215,4.4 MI NORTHEAST OF SR 16,99.99,6.928,0,71532000,0,30011640,81551100,5,3,2,2,17,1942,2,0,5900,2022,0,6.9,0,0,0,0,0,1,1,4,0,0,0,A,1,5,1,1,0,0,10,0,8.5,4.6,45.7,0.5,0.5,8.5,9.4,99.99,N,0,N,0,0,7,6,7,N,3,44.1,3,33.9,6,2,N,5,8,8, , ,0,922,24,N,Y24,N, ,922, ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,1,6,0,0,1,0, ,Y,U,10237,2042,0,N,12,F,7,6,429.58,AM,1202,30.020986,-81.919975,Fair,Good
35,12,710054,1,4,1,215,0,2,19,0,BULL CREEK,0,CR 215,0.5 MI SOUTHWEST OF SR 21,99.99,9.152,0,71532000,0,30020450,81540900,5,3,2,2,17,1942,2,0,5900,2022,0,6.9,0,0,0,0,1,1,1,4,0,0,0,A,1,5,1,1,0,0,13,0,8.5,4.6,59.4,0.5,0.5,8.5,9.4,99.99,N,0,N,0,0,7,5,7,N,3,44.1,3,33.9,5,2,N,5,7,8, , ,0,922,24,N,Y24,N, ,922, ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,1,6,0,0,1,0, ,Y,5,10237,2042,0,N,12,F,7,5,558.36,AM,1202,30.034725,-81.902358,Fair,Good
36,12,710056,1,3,1,21,0,2,19,0,LITTLE BLACK CREEK,0,SR-21 SB,3.4 MI. N. OF CR-220,99.99,12.031,1,71070000,0,30070331,81482925,1,3,1,1,14,1985,3,0,20500,2021,5,13.1,0,0,0,1,1,1,1,5,0,0,0,A,1,5,5,1,0,0,10,0,13.2,10.7,106.7,1.6,0,13.2,16.2,99.99,N,0,N,0,0,4,6,6,N,3,42.5,3,35.3,4,5,N,5,8,8, , ,0,822,24,N,N,Y12, , ,822,0,0,0,0, ,0, ,0,L,1, ,1,0,2010,2,6,0,0,3,0, ,Y,5,35568,2043,0,N,12,P,4,4,1728.54,MM,603,30.11755,-81.808144,Poor,Poor
37,12,710057,1,3,1,21,0,2,19,0,LITTLE BLACK CREEK,0,SR-21 NB,3.4 MI. N. OF CR-220,99.99,12.031,1,71070000,0,30070200,81482900,1,3,1,1,14,1985,3,0,20500,2021,5,13,0,0,0,1,1,1,1,5,0,0,0,A,1,5,5,1,0,0,10,0,13.2,10.7,106.7,0,1.6,13.2,16.2,99.99,N,0,N,0,0,4,7,6,N,3,39.3,3,34.6,4,5,N,5,8,8, , ,0,822,24,N,N,Y12, , ,822,0,0,0,0, ,0, ,0,R,1, ,1,0,2010,2,6,0,0,3,0, ,Y,5,35568,2043,0,N,12,P,4,4,1728.54,MM,603,30.117325,-81.808017,Poor,Poor
38,12,710060,1,3,1,21,0,2,19,0,GROG BRANCH,0,SR-21,SR-21 & CR-220,99.99,6.251,1,71070000,0,30051400,81512500,31,3,1,1,14,1986,7,0,36500,2021,0,24.2,1,45,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,2,0,16.2,3,6.4,0,0,0,0,99.99,N,0,N,0,0,N,N,7,6,3,48.4,3,37.2,6,N,N,5,6,8, , ,0,322,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,1,0,0,N,N,N,N,3,0, ,Y,8,63328,2042,0,N,12,F,N,6,154.88,MM,603,30.094811,-81.844019,Fair,N/A
39,12,710062,1,3,1,21,0,2,19,0,MILL CREEK,0,SR-21,0.5 MI. N. OF CR-215,99.99,0.285,1,71070000,0,30024107,81533438,18,3,1,1,14,1988,4,0,18047,2021,6,18.3,1,0,0,N,N,1,1,5,0,0,0,A,1,5,1,19,0,0,2,0,11.7,3,6.4,0,0,0,0,99.99,N,0,N,0,0,N,N,6,6,1,63.5,1,38.1,6,N,N,5,8,8, , ,0,322,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,1,0,0,N,N,N,N,7,0, ,Y,8,31312,2043,0,N,12,F,N,6,117.12,MM,603,30.044819,-81.892956,Fair,N/A
40,12,710063,1,3,1,21,0,2,19,0,LAKE BROOKLYN,0,SR-21,0.9 MI. N. OF SR-100,99.99,11.489,0,71110000,0,29474719,82012026,19,3,1,1,16,1992,2,0,11500,2021,5,10.5,0,0,0,1,1,1,1,5,0,0,0,A,1,5,5,2,0,0,3,0,11,15.2,45.7,0,1.9,11,14.3,99.99,N,0,N,0,0,8,7,7,N,3,55.9,3,38.6,7,4,N,5,8,8, , ,0,1222,24,N,Y24,N, ,1222, ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,1,0,0,0,9,0, ,Y,8,19952,2043,0,N,12,G,7,7,653.51,AM,503,29.796306,-82.022431,Good,Good
41,12,710081,1,2,1,17,0,2,19,0,CSXRR,0,US-17 NB (SR-15),2.6 MI. S. OF SR-16,99.99,13.913,1,71010000,0,29572099,81401871,2,3,1,1,2,1993,2,0,6050,2021,6,11.6,0,40,0,1,1,1,1,5,N,0,0,A,1,2,5,2,0,0,3,0,12.2,20.1,58.5,0,0,12.2,13.1,99.99,R,7.08,R,5.2,0,7,7,N,N,1,65.7,1,39.6,7,7,7,5,N,8, , ,0,921,24,N,N,N, , , ,0,0,0,0, ,0, ,0,R,1, ,1,0,0,1,0,0,0,13,0, ,Y,N,10497,2043,0,N,12,G,7,7,766.35,AM,1202,29.955833,-81.671944,Good,Good
42,12,710082,1,3,1,23,0,8,19,0,DOUBLE BRANCH,0,SR-23 SB 35.7,2.0 M. S OF DUVAL CO LINE,99.99,7.223,1,71470000,0,30095232,81495261,2,2,31,31,12,2001,2,0,9050,2021,A,10.4,0,0,1,1,1,1,1,5,N,0,0,A,1,5,5,2,0,0,4,0,18.6,22.9,91.6,0,0,18.6,19.3,99.99,N,0,N,0,0,8,8,6,N,3,56.2,3,39.2,8,9,N,5,9,8, , ,0,622,24,N,N,N, , , ,0,0,0,0, ,0, ,0,L,1, ,0,0,2017,1,0,0,0,7,0, ,Y,5,15702,2043,0,N,12,G,7,7,1767.88,ST,723,30.164533,-81.831281,Good,Good
43,12,710083,1,3,1,21,0,2,19,35000,BLACK CREEK,0,SR-21,SR-21/BLACK CREEK,99.99,4.751,1,71070000,0,30043188,81514935,16,3,1,1,14,2010,4,0,18250,2021,A,16.5,2,0,0,1,N,N,N,5,0,0,0,A,1,5,5,2,0,0,5,0,19.4,25.6,128,2,2.6,23.8,32,99.99,N,0,N,0,0,8,7,7,N,3,43.7,3,40.2,7,9,N,5,8,8, , ,0,322,24,N,Y24,N, ,322, ,0,0,0,0, ,0, ,0,N,2, ,1,0,0,1,0,0,0,3,0, ,Y,5,31664,2043,0,N,12,G,7,7,4096,ST,723,30.075522,-81.863708,Good,Good
44,12,710084,1,3,1,23,0,8,19,0,DOUBLE BRANCH,0,SR 23 NB 35.7,2.0 MI S OF DUVAL CO LINE,99.99,7.208,0,71470000,0,30095179,81495114,2,3,31,31,14,2017,2,0,9050,2021,A,18.3,0,0,1,1,1,1,1,5,N,0,0,A,1,5,5,2,0,2,3,0,19.5,30.5,91.4,0,0,20.5,20.5,99.99,N,0,N,0,0,9,7,7,N,3,55.5,3,40.8,7,9,N,5,6,8, , ,0,622,24,N,N,N, , , ,0,0,0,0, ,0, ,0,R,1, ,0,0,0,1,0,0,0,7,0, ,Y,5,15702,2043,0,N,12,G,7,7,1873.7,ST,723,30.164386,-81.830872,Good,Good
45,12,710085,1,4,1,0,0,2,19,0,SR-23 (BRANAN FIELD),0,PLANTATION OAKS BL,1.3 MI S CLAY/DUVAL CO. L,99.99,1.839,0,71000029,0,30101867,81495295,3,3,1,1,19,2010,2,4,9001,2021,A,8.2,0,4,0,1,1,1,1,5,N,0,0,A,5,1,5,2,0,0,2,0,13.3,36.6,74.5,3.1,1.9,8.2,14.1,99.99,H,5.74,H,9.8,0,7,8,N,N,3,37.8,3,33.9,7,3,9,5,N,8, , ,0,322,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,1,0,0,0,4,0, ,Y,N,15617,2042,0,N,12,G,7,7,1050.45,ST,723,30.171853,-81.831375,Good,Good
46,12,710086,1,7,0,0,0,2,19,0,CRIPPLE CREEK,0,CRIPPLE CREEK ROAD,BELMORE STATE FOREST,30.45,0,0,71000000,0,29515400,81523100,1,3,11,11,9,1952,1,0,11,2022,0,3.7,0,0,0,0,0,0,0,5,0,0,0,P,1,5,1,1,0,0,3,0,3.7,4.5,13.6,0,0,3.7,3.7,99.99,N,0,N,0,0,5,4,5,N,1,15.9,1,9.7,3,4,N,0,7,6, , ,0,1222,24,N,N,Y12, , ,1222,0,0,0,0, ,0, ,0,N,3, ,0,0,0,2,0,0,0,0,0, ,Y,U,21,2042,0,N,12,P,5,4,50.32,ST,723,29.865,-81.875278,Poor,Fair
47,12,710093,1,3,1,16,0,2,19,0,PETERS CREEK,0,SR-16,3 MI. E. OF CR-218,99.99,30.331,1,71050000, ,29585950,81452320,31,3,1,1,2,2014,2,0,11000,2021,A,8,0,0,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,3,0,11.5,3.4,10.6,0,0,0,0,99.99,N,0,N,0,0,N,N,7,7,3,51.6,3,39.8,7,N,N,5,8,8, , ,0,822,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,1,0,0,N,N,N,N,14,0, ,Y,8,19085,2043,0,N,12,G,N,7,84.8,ST,723,29.983194,-81.756444,Good,N/A
48,12,710096,1,3,1,23,0,8,19,0,W. Prong Littl Black Crk,0,SR 23 NB/SB 32.5,1.1 N of SR-21,99.99,2.195,0,71470000,0,30070920,81495190,0,3,31,31,16,2014,8,0,6302,2021,A,21.5,1,20,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,4,0,14.3,3.7,17.7,0,0,0,0,99.99,N,0,N,0,0,N,N,7,7,3,45.7,3,35.3,7,N,N,5,8,8, , ,0,222,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,N,N,N,N,7,0, ,Y,8,10934,2043,0,N,12,G,N,7,380.55,ST,723,30.119222,-81.831083,Good,N/A
49,12,710097,1,3,1,23,0,8,19,0,OLD JENNINGS ROAD,0,SR 23 NB 32.1,1.08 MILES NORTH OF SR 21,99.99,1.661,0,71470000,0,30065205,81495560,2,2,31,31,12,2017,2,5,3151,2021,A,12.2,0,23,0,1,1,1,1,5,N,0,0,A,6,1,5,2,0,0,1,0,12.2,50.7,50.7,0,0,12.2,13.1,99.99,H,5.39,H,4.4,0,7,8,N,N,3,67,3,45.1,7,7,6,5,N,8, , ,0,322,24,N,N,N, , , ,0,0,0,0, , , ,0,R,1, ,0,0,0,1,0,0,0,7,0, ,Y,N,5467,2043,0,N,12,G,7,7,664.17,ST,723,30.114458,-81.832111,Good,Good
50,12,710098,1,3,1,23,0,8,19,0,OLD JENNINGS ROAD,0,SR 23 SB 32.1,1.08 MI NORTH OF SR 21,99.99,1.646,0,71470000,0,30065208,81495702,2,2,31,31,12,2017,2,5,3151,2021,A,12.2,0,23,0,1,1,1,1,5,N,0,0,A,6,1,5,2,0,0,1,0,12.2,50.7,50.7,0,0,12.2,13.1,99.99,H,5.3,H,2.4,0,7,7,N,N,3,68.2,3,47.4,7,7,4,5,N,8, , ,0,322,24,N,N,N, , , ,0,0,0,0, , , ,0,L,1, ,0,0,0,1,0,0,0,7,0, ,Y,N,5467,2043,0,N,12,G,7,7,664.17,ST,723,30.114467,-81.832506,Good,Good
51,12,710099,1,3,1,23,0,8,19,0,TRAIL RIDGE ROAD,0,SR 23 NB 33.4,1.3 MI N OF OLD JENNG RD,99.99,3.756,0,71470000,0,30075923,81494974,2,2,31,31,12,2017,2,6,6100,2021,A,12.2,0,0,0,1,1,1,1,5,N,0,0,A,6,1,5,2,0,0,3,0,12.2,25.9,54.8,0,0,12.2,13.1,99.99,H,5.23,H,5.2,0,7,7,N,N,3,44.5,3,34.3,7,7,6,5,N,8, , ,0,322,24,N,N,N, , , ,0,0,0,0, , , ,0,R,1, ,0,0,0,1,0,0,0,7,0, ,Y,N,10584,2043,0,N,12,G,7,7,717.88,ST,723,30.133119,-81.830483,Good,Good
52,12,710100,1,3,1,23,0,8,19,0,TRAIL RIDGE ROAD,0,SR 23 SB 33.4,1.3 MI N OF OLD JENNG RD,99.99,3.756,0,71470000,0,30075901,81495104,2,2,31,31,12,2018,2,6,6100,2021,A,12.2,0,0,0,1,1,1,1,5,N,0,0,A,6,1,5,2,0,0,3,0,12.2,25.9,54.8,0,0,12.2,13.1,99.99,H,5.85,H,5.2,0,7,7,N,N,3,43.5,3,33,7,7,6,5,N,8, , ,0,322,24,N,N,N, , , ,0,0,0,0, , , ,0,L,1, ,0,0,0,1,0,0,0,7,0, ,Y,N,10584,2043,0,N,12,G,7,7,717.88,ST,723,30.133058,-81.830844,Good,Good
53,12,710101,1,3,1,23,0,8,19,0,OAKLEAF PLANTATION PKWY,0,SR 23 NB 35.3,4.16 MI N OF SR 21,99.99,6.684,0,71470000,0,30093440,81495081,2,2,31,31,14,2018,2,3,6100,2021,A,13.4,0,0,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,2,0,12.8,31.5,62.9,0,0,12.8,13.7,99.99,H,5.43,H,11.3,10.5,7,8,N,N,3,47,3,36.3,7,8,9,5,N,8, , ,0,622,24,N,N,N, , , ,0,0,0,0, , , ,0,R,1, ,0,0,0,1,0,0,0,7,0, ,Y,N,10584,2043,0,N,12,G,8,7,861.73,ST,723,30.159556,-81.830781,Good,Good
54,12,710102,1,3,1,23,0,8,19,0,OAKLEAF PLANTATION PKWY,0,SR 23 SB 35.3,4.16 MI N OF SR 21,99.99,6.684,0,71470000,0,30093440,81495210,2,2,31,31,14,2018,2,2,6100,2021,A,13.4,0,0,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,2,0,12.8,31.5,62.9,0,0,12.8,13.7,99.99,H,5.51,H,11,10.1,7,8,N,N,3,47.4,3,36.6,7,8,9,5,N,8, , ,0,622,24,N,N,N, , , ,0,0,0,0, , , ,0,L,1, ,0,0,0,1,0,0,0,7,0, ,Y,N,10584,2043,0,N,12,G,8,7,861.73,ST,723,30.159556,-81.831139,Good,Good
55,12,710103,1,3,7,23,0,8,19,0,BLANDING BLVD,0,SR 23 ON-RAMP 31.0,1.08 MI S OF OLD JENNG RD,99.99,0.813,0,71470310,0,30055784,81501222,0,2,31,31,12,2017,1,5,17500,2016,A,9.1,0,42,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,2,0,8.2,47.6,94.2,0,0,8.2,9.2,99.99,H,5.21,H,4.9,5.2,7,8,N,N,3,74.1,3,53.9,7,9,9,5,N,8, , ,0,322,24,N,N,N, , , ,0,0,0,0, , , ,0,N,1, ,0,0,0,1,0,0,0,8,0, ,Y,N,30363,2038,0,N,12,G,7,7,866.64,ST,723,30.0994,-81.836728,Good,Good
56,12,710105,1,3,1,0,0,2,19,35000,N. PRONG DOUBLE BRANCH,0,PLANTATION OAKS BV,.1 MI E. OF BR #714059,99.99,2.214,0,71000029,0,30102550,81494200,3,3,1,1,19,2015,2,0,5001,2022,A,8.2,0,60,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,3,0,17.7,3,11.1,0,0,0,0,99.99,N,0,N,0,0,N,N,6,7,3,99.9,3,68.9,7,N,N,5,8,6, , ,0,322,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,N,N,N,N,5,0, ,Y,8,8677,2042,0,N,12,G,N,7,91.02,ST,723,30.17375,-81.828333,Good,N/A
57,12,710106,1,3,1,21,0,2,19,0,S. PRONG OF BLACK CREEK,0,SR-21,SR 21/S PRONG BLACK CREEK,99.99,32.761,1,71110000,0,29563380,81535020,43,3,1,1,6,2019,2,0,8600,2021,A,10.5,0,15,0,1,1,1,1,5,0,0,0,A,1,5,5,2,0,0,2,0,13.4,18.3,36.6,0,0,13.4,14.4,99.99,N,0,N,0,0,8,8,8,N,3,55.9,3,43.1,8,6,N,5,8,8, , ,0,421,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,1,0,0,1,0,0,0,9,0, ,Y,5,14921,2043,0,N,12,G,8,8,527.04,ST,723,29.942722,-81.897278,Good,Good
58,12,710107,1,3,1,301,0,2,19,0,TRIBUTARY TO MILL BRANCH,0,US-301 NB (SR-200),1.8 MI. S. of CR-218,99.99,1.988,1,71030000,0,30073770,82023070,18,3,1,1,2,2018,2,0,22000,2021,A,15,1,52,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,3,0,17.3,1.5,6.3,0,0,0,0,99.99,N,0,N,0,0,N,N,7,8,3,84.9,3,65.7,8,N,N,5,8,8, , ,0,1222,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,1, ,1,0,0,N,N,N,N,30,1, ,Y,8,38170,2042,0,N,12,G,N,8,94.5,ST,723,30.127139,-82.041861,Good,N/A
59,12,710136,1,3,1,23,0,8,19,0,CSX RR,0,SR 23 SB,0.33 MI NE of US 17,99.99,0,1,71470000,0,29570667,81401222,2,2,31,31,12,2022,2,0,17500,2022,A,18.9,0,0,0,1,1,1,1,5,N,0,0,A,1,2,5,2,0,0,1,0,18.3,43.9,43.9,0,0,18.3,18.3,99.99,R,8.08,R,17.7,19.2,8,8,N,N,3,82.6,3,63.7,8,9,9,5,N,8, , ,0,822,19,N,N,N, , , ,0,0,0,0, , , ,0,R,1, ,1,0,0,1,0,0,0,8,0, ,Y,N,30363,2042,0,N,12,G,8,8,803.37,ST,723,29.951853,-81.670061,Good,Good
60,12,710137,1,3,1,23,0,8,19,0,CSX RR,0,SR 23 NB,0.33 NE OF US 17,99.99,0,1,71470310,0,29570790,81401279,2,2,31,31,12,2022,3,0,17500,2022,A,20.1,0,0,0,1,1,1,1,5,N,0,0,G,1,2,5,2,0,0,1,0,19.2,43.9,43.9,0,0,19.2,19.2,99.99,R,7.54,R,17.7,19.2,7,8,N,N,3,78.7,3,51,7,9,9,5,N,8, , ,0,822,19,N,N,N, , , ,0,0,0,0, , , ,1,L,1, ,0,0,0,1,0,0,0,8,0, ,Y,N,30363,2042,0,N,12,G,8,7,842.88,ST,723,29.952194,-81.670219,Good,Good
61,12,710153,1,2,1,17,0,2,19,0,BUSH CREEK,0,SR-15,3.2 MI. S. OF SR-16 W.,99.99,12.979,1,71010000,0,29565650,81404070,43,3,1,1,2,2021,4,0,10900,2020,A,15.5,1,0,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,2,0,8.5,3.7,7.6,0,0,0,0,99.99,N,0,N,0,0,N,N,9,9,3,47.4,3,36.6,9,N,N,5,7,8, , ,0,122,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,1,0,0,N,N,N,N,22,0, ,Y,8,18912,2042,0,N,12,G,N,9,117.8,ST,723,29.949028,-81.677972,Good,N/A
62,12,710155,1,7,0,0,0,2,19,0,UNKNOWN CREEK,0,SAND PINE ROAD,0.9 MI. W. OF E. BOUNDARY,99.99,0,0,71000000,0,29502230,81515720,7,3,11,11,9,2020,1,0,41,2022,5,3,0,0,0,0,0,0,0,5,0,0,0,P,1,5,7,2,0,0,9,0,5.5,3.4,30.8,0,0,5.5,6.1,99.99,N,0,N,0,0,5,9,8,N,1,14.1,1,8.5,3,4,N,1,7,8, , ,0,1022,24,N,N,Y12, , ,1022,0,0,0,0, ,0, ,0,N,3, ,0,0,0,8,7,0,0,20,0, ,Y,U,61,2042,0,N,12,F,7,5,187.88,ST,723,29.839528,-81.865889,Fair,Good
63,12,710941,1,3,1,21,0,2,19,0,BULL CREEK,0,SR-21,0.4 MI. S. OF CR-215,99.99,42.495,1,71110000,0,30014969,81535133,60,3,1,1,14,1969,2,0,7000,2021,5,9.6,0,0,0,0,1,1,1,5,0,0,0,A,1,5,5,2,0,0,3,0,13.3,15.2,45.7,0,0,13.3,14.1,99.99,N,0,N,0,0,7,7,6,N,3,44.5,3,27.5,6,5,N,5,8,8, , ,0,822,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,1,0,0,1,0,0,0,9,0, ,Y,3,12145,2042,0,N,12,G,7,7,644.37,MM,603,30.030628,-81.897597,Good,Good
64,12,714018,1,4,1,0,0,2,19,0,ASBURY SPILL,0,LAKE ASBURY DRIVE,0.8 MI WEST OF CR 739,99.99,6.732,0,71000011,0,30034400,81491678,5,3,2,2,19,1970,2,0,309,2022,0,5.5,0,0,0,0,0,0,0,5,0,0,0,A,1,9,1,19,0,0,3,0,7.3,2.7,7.7,0.5,0.5,7.3,8.2,99.99,N,0,N,0,0,N,N,8,6,3,44.5,3,30.7,6,5,N,5,8,6, , ,0,922,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,1,0,0,0,10,0, ,Y,8,536,2042,0,N,12,F,N,6,63.14,AM,503,30.062269,-81.821681,Fair,N/A
65,12,714034,1,4,1,209,0,2,19,0,Black Creek,0,CR209 (Russell Rd),0.9 Mile S. of CR 220,30.45,15.152,0,71530000, ,30045637,81483457,19,3,2,2,17,2012,4,0,11000,2022,A,26,0,0,0,1,1,1,1,5,1,6.3,13.7,A,1,5,5,2,0,0,5,0,26.3,31.4,153.1,2.4,2,22.2,27.3,99.99,N,0,N,0,0,8,8,7,N,3,45.7,3,41.5,8,9,N,5,8,6, , ,0,922,24,N,Y24,N, ,922, ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,1,0,0,0,2,0,2,Y,8,19085,2042,0,N,12,G,8,8,4179.63,ST,723,30.082325,-81.809603,Good,Good
66,12,714038,1,4,0,209,0,2,19,0,CLARKS CREEK,0,CR 209,5.3 MI SOUTH OF US 17,99.99,4.506,0,71550500,0,29532720,81380913,5,3,2,2,9,1986,2,0,206,2022,0,6.7,0,0,0,N,N,1,1,5,0,0,0,A,1,5,3,19,0,0,6,0,10.1,4.6,35.1,0,0,0,0,99.99,N,0,N,0,0,N,N,6,6,3,99.9,3,71.5,6,N,N,5,7,7, , ,0,822,24,N,Y24,N, ,822, ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,N,N,N,N,10,0, ,Y,8,357,2042,0,N,12,F,N,6,235.17,AM,1202,29.890597,-81.635772,Fair,N/A
67,12,714039,1,4,1,0,0,2,19,0,SOUTH FORK BLACK CREEK,0,THUNDER ROAD,1.5 MI NORTH OF SR 16,99.99,2.195,0,71000007,0,30000590,81503200,5,3,2,2,9,1986,2,0,258,2022,0,6.8,0,0,0,N,N,0,0,5,0,0,0,A,1,5,1,19,0,0,3,0,9.3,3,8.7,0,0,0,0,99.99,N,0,N,0,0,N,N,6,6,3,99.9,3,62.1,6,N,N,5,8,7, , ,0,922,24,N,Y24,N, ,922, ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,N,N,N,N,10,0, ,Y,8,448,2042,0,N,12,F,N,6,59.16,MM,603,29.999428,-81.841833,Fair,N/A
68,12,714040,1,4,1,209,0,2,19,0,PETERS CREEK,0,CR 209,1 MI WEST OF US 17,99.99,4.662,0,71530000,0,30020110,81432680,22,3,2,2,17,1993,2,0,11000,2022,6,7.3,0,0,0,1,0,1,1,5,0,0,0,A,1,5,2,1,0,0,7,0,13.4,8.5,59.7,0,0,13.4,14.4,99.99,N,0,N,0,0,7,7,7,N,3,51.6,3,39.8,7,6,N,5,9,6, , ,0,922,24,N,Y24,N, ,922, ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,1,0,0,0,2,0, ,Y,5,19085,2042,0,N,12,G,7,7,859.68,AM,1202,30.033675,-81.724108,Good,Good
69,12,714041,1,4,1,0,0,2,19,0,LITTLE RUTH CREEK,0,J.P. HALL BLVD,0.8 MILE SOUTH OF US 17,99.99,0,0,71000000,0,29562160,81401500,1,3,2,2,9,1988,2,0,501,2022,5,7,0,23,0,N,N,0,0,5,0,0,0,A,1,5,1,19,0,0,3,0,16.5,3.5,10.4,0,0,0,0,99.99,N,0,N,0,0,N,N,6,6,1,81.6,1,49,6,N,N,5,8,7, , ,0,822,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,N,N,N,N,10,0, ,Y,8,869,2042,0,N,12,F,N,6,72.8,MM,603,29.954492,-81.693783,Fair,N/A
